musicbrainz_id,case_artist,case_title,case_role,case_status,mb_artist,mb_title,case_id
d38e9f6a-1720-4584-ae0c-d03adfe03c8a,W.J. Wetmore,The Cot Beneath the Hill,complainer,,Azure Blue,Beneath the Hill,0
467a2a56-8514-4d58-9f1e-7cbcb173d241,Henry Russell,The Old Arm Chair,complainer,,Hylo Brown,The Old Arm Chair,1
36d30e3d-88d7-4488-a870-08a2f5efaa2f,"Michael Balfe, arranged by Francis Brown","""Alethia Waltz"", based on a theme from Michael Balfe's ""The Bohemia Girl""",complainer,,Lorne Balfe,Main Theme (Lorne Balfe),2
99ebbdba-5ae6-4bd6-9d1d-f829d90d196f,Anonymous,Serious Family Polka,complainer,,Polka Family,Clarinet Polka,3
5555e368-6699-4b29-ae8c-efebbe1dcd93,Fannie Beane,My Own Sweet Darling,complainer,,Seth Kallen & Melody Gardot,My Sweet Darling,4
ce269c45-ea73-4004-a8c9-9d3d893d56bc,Harry Kennedy,Cradle’s Empty Baby’s Gone,complainer,,Harry Gregson‐Williams,Gone Baby Gone,5
174a8b21-c778-4432-b060-2f847dae2e7b,Bert A. Williams,Dora Dean,complainer,,Skillet Licorice,Dora Dean,6
ec50de96-6c83-4364-9542-9f94335b2f6f,"Alice M. Davis (""Hope Temple"") and Frederick Wetherley","""My Lady's Bower""",complainer,,Compos Mentis,Lady's Bower,7
785acfc8-7b45-459e-84e6-ee77a069a742,Adam Geibel,Kentucky Babe,complainer,,Adam Geibel,Called to Serve,8
78e586c5-cef0-4181-be24-d062fd28118c,W.M.Cooper,Never Turn Back,complainer,,Ralph Stanley & The Clinch Mountain Boys,"Turn Back, Turn Back",9
b3e6cb1f-55f1-4269-9ae0-b9bc80246aa2,Charles Marshall,I Hear You Calling Me,complainer,,Charles Harrison,I Hear You Calling Me,10
a0a18d16-1bc9-4c7b-a51a-852f89050458,William Cahalin,You Will Never Know ...,complainer,,Human Weapon,... You Will Never Know,11
b8f7ab08-5ec8-4a61-a5af-e36bbff5b988,"Alcide Nunez, Ray Lopez",Livery Stable Blues,complainer,,Bunny Berigan and His Orchestra,Livery Stable Blues,12
5d19df2c-6287-4826-9c96-230e4e6dc0b4,John Gay,"Themes from opera ""Polly""",complainer,,John Gay,"The Beggar's Opera: Act I. Air. ""Pretty Polly, say"" (Macheath, Polly)",13
36b7bcde-234e-4774-a212-491a8200dda2,Silvio Hein,Maria Cahill's Arab Love Song,complainer,,Billy Murray,Arab Love Song,14
2efbc9f0-d272-4347-a449-5524f59007b4,Paul Linke,Wedding Dance Waltzes,complainer,,Ross Ainslie,Wedding Waltzes,15
a27257b9-7b31-4f4b-9edc-7a3526cc3107,Felix Bernard & Johnny Black,Dardanella,complainer,,Felix Bernard & Johnny Black,Dardanella,16
36e2150e-2451-40fc-a815-487c595f354a,Paolo Citorello,Luna Mezzo Mare,complainer,,Dean Martin,Luna Mezzo Mare,17
5e226ea5-d555-4a7f-973b-6ffb7c923035,Anonymous,St. James' Infirmary,complainer,,Charles Atkins & The Blues Boys,James Infirmary,18
eab3870e-ebf0-45ea-84bd-2e3db1ac2abb,Ira Arnstein,Light My Life With Love,complainer,,Ira Losco,My Life,19
65d73d9a-a893-465f-a4f4-96da9c76fcc1,Charles Francis Park,What are Your Intentions?,complainer,,Candis Francis,Good Intentions,20
4b53aa84-37d6-44ce-9a35-11f45f8bfa99,W.A. (Bud) Wilkie,Confessing,complainer,,Lester Flatt & Earl Scruggs,Confessing,21
c95e4224-f08b-433f-a6d5-e7e5372ad8bb,Ira Arnstein,I Love You Madly,complainer,,Ira B. Liss Big Band Jazz Machine,Love You Madly,22
b0cc3ad5-a566-4221-9200-75e33571b08e,N. Lindsay Norden (arranger),O Gladsome Light,complainer,,St. Petersburg Chamber Choir,O Gladsome Light,23
2524633f-c0d2-473d-ba06-6800489afb6e,Hortense Hirsch,Lady of Love,complainer,,Hortense Ellis,Groovy Kind of Love,24
1e733cca-a882-46aa-9c85-a52ba0cf6daa,Ira Arnstein,Whisper to Me,complainer,,Ira Kaspi,Soft Whisper,25
2ccf5554-72ce-4127-abff-e47fb5000937,Jack Darrell,Does Anybody Want a Little Kewpie,complainer,,Nudge Squidfish,Does Anybody Want A Little Love?,26
fd0fc1e4-e159-4239-8f59-20d5f61ab28c,Joseph Davila,If I were a Spider...,complainer,,Joseph Isaacs,If I Were the Wind,27
37c76085-88f7-4b26-9b79-8861f0da3b35,Wadsworth Doster,Old Eli,complainer,,Herbie Mann,Eli Eli,28
1da73cc4-c6f6-4aef-8c60-43fba6dd5f96,Silvano D. Ramos,Allà en el Rancho Grande,complainer,,Joan Blasco,Allá en el rancho grande,29
74cfffe3-6eec-446a-8113-6fa00746cb26,Evelyn Carew,Chatterbox,complainer,,Badtown Boys,Chatterbox,30
0a367013-d576-41cd-af51-25446d5e509d,Joseph McMahon,In Sunny Kansas,complainer,,Willi Carlisle,Bright Sunny Kansas,31
1e733cca-a882-46aa-9c85-a52ba0cf6daa,Ira Arnstein,Whisper to Me,complainer,,Ira Kaspi,Soft Whisper,32
5f8d76bf-16f1-4d31-b93e-393fe493aa88,Ira Arnstein,Kalamazoo,complainer,,Glenn Miller,Kalamazoo,33
019ad5e5-5b52-405f-921b-6ab05b450b6a,Allamae Britton Gingg,There'll Never Be Another You,complainer,,Anita O’Day,There'll Never Be Another You,34
b49f1794-cd99-440c-884e-aa8a470d260b,Edward B. Marks,December and May,complainer,,Ian McNabb,May and December,35
300f1a38-72e0-45d8-855a-7a9050545002,Samuel Brodsky,Prelude in A Major,complainer,,Brodsky Quartet,Prelude,36
167065fa-2056-4ce0-a564-1d40de004784,Louis Ricca,Carnival in Cotton Town,complainer,,Bill Black's Combo,Cotton Carnival,37
084604cb-ebd5-4a03-a9a5-c6afa6076ee8,Ira Arnstein,Modern Messiah,complainer,,One Fine Day,Modern Messiah,38
66e18207-a2d0-44fb-a0d8-cb361dcc399b,Hajdu Imre (Heim),Ma Este Meg Boldog Vagyok,complainer,,Hot Jazz Band,Ma este még boldog vagyok,39
c81d195b-cecb-4a2d-85dd-7d0b59f3d594,Lionel Belasco and Massie Patterson,L'Annee Passee,complainer,,Calypso Rhythm Kings,L'Année Passée,40
b0cc40d1-a127-4bdc-8d02-27e6cb0f5ed8,Mohammed H. Kahn,Victory Calypsoes,complainer,,Thomas Kahn,Victory,41
00b156c2-3b64-4f4a-80a9-0150f7e9d2e5,Meade Lewis,Yancey Special,complainer,,Meade Lux Lewis,Yancey Special,42
4e937217-8488-48b9-93c4-6ed2165fe4da,Thelma Jones,Just an Old Fashioned Mother and Dad,complainer,,Jack Jones,I’m Old Fashioned,43
02bc972b-50e8-4c45-bdaf-53c8ea48a038,Guy B. Wood and Sol Marcus,Tonight He Sailed Again,complainer,,Lucky Millinder and His Orchestra,Tonight He Sailed Again,44
4a59d8b1-5bb9-44ef-9e19-8d35124712b3,Robert Overman,Wonderful You,complainer,,Overman,I Don't Need You,45
0039b5cc-6125-4a77-8973-259249b467d6,Walter Schumann,"Theme for TV show ""Dragnet""",complainer,,Walter Schumann,Dragnet,46
75447565-46d4-475c-aeb5-8ee968fc78f7,Issachar Miron & Julius Grossman,"Tzena, Tzena",complainer,,Joe & Eddie,"Tzena, Tzena, Tzena",47
6f37eed1-00b9-4f72-95f3-448b72d27063,Donald Irwin Robertson,The Happy Whistler,complainer,,Don Robertson,Happy Whistler,48
ab00bf2f-248c-49ac-bd92-1109e52bf04c,Leonard Smith,Proposed Advertising Jingle for Muehlebach Beer,complainer,,[unknown],Advertising Jingle,49
9747c28c-97af-40f2-92de-765d6caf55ea,I.B. Sergei (Wihtol),My God and I,complainer,,Reverorum ib Malacht,God Is,50
25ce13e7-d82c-4d41-8865-3d71287c0082,Homer Cholvin and Norman Stade,When the Sun Bids the Sky Goodnight,complainer,,Paul Whiteman & His Orchestra,When the Sun Bids the Moon Goodnight,51
6838a4d3-af28-43c1-8af3-0c030a62be2c,Fred Spielman,Rendezvous,complainer,,Quirin Amper Jr. & Fred Strittmatter,Chasing Situations: Rendezvous,52
44fbca55-5679-4ad3-89b0-68200ef9f645,Lionel Walters,Iron Bar,complainer,,Lord Tanamo,Iron Bar,53
bc7de23a-9164-4c21-83d7-503beeb0e641,Mabel Wayne,In a Little Spanish Town,complainer,,Erroll Garner,In a Little Spanish Town,54
bbd17759-c966-4b8e-91c6-af68003b0a2d,Irving Berlin,A Pretty Girl is Like a Melody,complainer,,Irving Berlin,A Pretty Girl is Like a Melody,55
a92fd081-814e-4039-8e81-e57ae19649df,James Sheppard and William Miller,A Thousand Miles Away,complainer,,Santo & Johnny,A Thousand Miles Away,56
3d46cc7d-d0e2-477f-8762-d62ed23cba81,Patricia Smith and Don Fenton,SUPERCALAFAJALISTICK ESPEEALADOJUS,complainer,,Patricia Smith,[untitled],57
a2911b7b-bee2-409c-8358-11af480b8c0c,Frank Nordstrom,Mizpah or Shalom,complainer,,Open Mind,Mizpah,58
55bd5d1b-fdca-4773-8139-4732de50b1f2,"Lorenzo Pack, Harper Evans",I'm Afraid,complainer,,Faith Evans,Don't Be Afraid,59
2542bfd5-095e-4211-b560-601631969620,GEMA / Franz Josef Breuer,Schwarzbraun ist die Haselnuss,complainer,,Heino,Schwarzbraun ist die Haselnuss,60
5092b34a-6a5f-4c0c-b26c-307661cb47bb,Gus Kahn et al.,"Toot, Toot, Tootsie",complainer,,Al Jolson,"Toot, Toot, Tootsie",61
09c25541-4f29-4745-a467-212d6ed6a1de,Wilhelm Kienzl,O schöne Jugendtage,complainer,,Wilhelm Kienzl (piano),"Der Evangelimann: „Selig sind, die Verfolgung leiden”",62
72ea10c2-67ee-4bb7-8be7-4d1ac30e239c,Ruth Stratchborneo,MOJO Workout,complainer,,Les Sexareenos,Mojo Workout,63
65dd297d-54dd-4aef-a84f-5240049aaea7,Armando Sciascia,Sogno Nostalgico,complainer,,Armando Sciascia,Tiger,64
da95adb3-3099-4218-a57f-821cd625cdb0,Ronald Mack,He's So Fine,complainer,,Lonnie Mack,You're So Fine,65
a778bb8b-5523-4d79-bb1a-f890a5372ed3,Leon Pober,Tiny Bubbles,complainer,,Leon Pober,Tiny Bubbles,66
010e1c93-7101-4037-a966-507d5104f690,Don Raye and Hughie Prince,Boogie Woogie Bugle Boy,complainer,,Hughie Prince & Don Raye,Boogie Woogie Bugle Boy,67
bdcaf4c5-caac-4144-be79-c8eac20bd263,Wilma Ferguson,Jeannie Michele,complainer,,Eddie Cochran,"Jeannie, Jeannie, Jeannie",68
6cc5a932-c033-4435-8585-9cce36738c1d,Stephen Schwartz,Day by Day,complainer,,[unknown],Godspell (Stephen Schwartz) Day by day Robin Lamont & Company,69
1bf9281d-28d9-4233-9099-b4b270d87c48,Anonymous,Holiday Polka,complainer,,Li'l Wally,Polka Holiday,70
3e862f11-9d2d-4142-a96a-4a5544d17b8b,Harry Warren,The Boulevard of Broken Dreams,complainer,,Harry Warren,Boulevard of Broken Dreams,71
9625124d-f30f-4218-bafb-38b77dcd5091,Steve Karman,I Love New York (advertising jingle),complainer,,Steve Lippia,"New York, New York",72
5ba36862-9747-4015-9070-7b3202a3e5e2,Pantelis Ghinnis,Dirlada,complainer,,K. Konitopoulos & Chorus,Dirlada (Dirlada),73
d6dee96d-8d52-4945-932e-7921985fa088,Philip J. Lipari,Kept on Singing,complainer,,J-REXXX,SINGING SINGING,74
930e432f-d26e-4981-968e-2ed1f3e5f8fa,Ivan Gondos,Variations,complainer,,Ivan Ilić,"L'Art de varier ou 57 Variations pour le piano, op. 57: Variations 22-26",75
2fbb8a2f-4b9b-4a05-8fb9-7f7430ae6ea5,Ronald Selle,Let It End,complainer,,Ronald Ruck,End,76
916085d7-ae93-407c-a2ad-924e16d7c390,Howard Leslie Pendleton,Just a Blue Box,complainer,,Pendleton,A Commitment and a Vow,77
0b6dd212-0617-4281-8e8d-f07cefd8850f,Isaac Hayes,The Theme From Shaft,complainer,,Isaac Hayes,Theme From Shaft,78
342f7677-2afe-4840-b1d3-d583e5df824a,David Lawson,Channel 4 Jingle,complainer,,Steve Lawson,Channel Surfing,79
09062bc6-f1c9-4920-b09c-91b7abfa3bfc,William Dixon,I Need Love,complainer,,Willie Dixon,You Need Love,80
2924144e-f443-4a9a-9560-058204529f0c,Steve Karmen,Budweiser Beer Commercial (1970s),complainer,,[no artist],Budweiser Commercial,81
c16574db-8b2e-468f-ae12-7151a0c628cf,John Benson,Don't Cha Know,complainer,,George Benson,Don’t Know Why,82
05007cac-ab74-4df0-9ad9-ca9381f6a449,Marvin Fisher and Jack Segal,When Sunny Gets Blue,complainer,,Jack Webb,When Sunny Gets Blue,83
8d739155-c581-4ae2-9243-8e668a4d0f2a,Leslie Baxter,Joy,complainer,,Les Baxter,"Joy, Joy, Joy",84
14dd9a15-59e2-411c-843f-c9dfe5f3ae55,Laura Siskind,Take a Chance on Love,complainer,,Laura Voutilainen,Take a Chance,85
21fb1452-8a73-47b3-a049-5b6bd4598199,Cyril Verge,It's a Brand New World,complainer,,Cyril Neville,Brand New Blues,86
96088799-558e-4bb4-af94-4a7db5237dce,Tom Waits,Martha,complainer,,Tom Waits,Martha,87
b5ab245b-c948-489b-817c-ab7d0a369b35,Rogers & Hammerstein,"""There is Nothing Like a Dame""",complainer,,Rodgers & Hammerstein,There Is Nothin’ Like a Dame,88
ef79290f-92cc-4daf-8714-e33f9c8e08ad,Louis Gaste,Pour Toi,complainer,,Louis Gasté,Laisse moi,89
e011cb4f-70f7-44ce-8e40-057f795c574f,Julio Iglesias,Alle Liebe dieser Erde; Un canto a galicia,complainer,,Julio Iglesias,Alle Liebe dieser Erde,90
893e5579-abbd-4c15-816f-9e197fee5e4b,Katy Kassay,…wie ein Kind,complainer,,Die Ärzte,Wie ein Kind,91
72b9a518-2480-4258-bd07-2d4ffc3dbf4a,Collette Roberts,Ring My Bell (CBS Version),complainer,,Collette,Ring My Bell,92
69b99307-141f-42ea-a239-59bad1b59e84,Queen & David Bowie,Under Pressure,complainer,,Queen & David Bowie,Under Pressure,93
8ecb24cf-aacf-4494-ae56-864e8286c567,William Dawson (Arr.),Ezekiel Saw De Wheel,complainer,,William Levi Dawson,Ezekiel saw de wheel,94
d6ecf87f-8d0b-4ff9-8bde-4e25d6689493,Paul DiFranco and Norman Dolph,Life is a Rock (But the Radio Rolled Me,complainer,,Reunion,Life Is a Rock (But the Radio Rolled Me),95
6a84799f-1b51-4403-973c-ac4b95eaeb13,Damon Black,The Jukebox,complainer,,Jukio Kallio,Jukebox: Black Metal,96
c7ea03c5-d404-4eda-8e71-3844991fac1a,Rene Grignon,Chanson Numero 7,complainer,,René Bartoli,Chanson,97
507906cb-55da-4d02-bc34-5074c699725c,"Raymond ""Gilbert"" O'Sullivan",Alone Again (Naturally),complainer,,Chris Reed and The Anime Raiders,"Alone Again, Naturally (Gilbert O'Sullivan)",98
8391bf54-c4d4-4c1a-846f-aaa7ece81c99,Enrique Chia,Es,complainer,,Enrique Chía,Es,99
ddb47a59-9ed7-473a-abf2-4e37f76d5da0,Gerard McDonald,"Proposed Theme Music for ""Sally Jesse Raphael Show""",complainer,,Sunnyside,Sally Jesse Raphael,100
3d9dae3c-460a-45c8-82a0-bfe580eade1d,Enigma,Sadeness I,complainer,,Enigma,Sadeness,101
2bacff5d-6f2d-4808-8fa6-dfaf97230032,Tony McKay aka Exuma,There´s a Brown Girl in the Ring,complainer,,Exuma,Brown Girl,102
35b7f807-f527-4376-8607-6b5b12106175,Malcolm’s Lock,Brown Girl,complainer,,Jami Hilton,Dread Lock Girl,103
4577a91a-1701-42c5-84dc-48881cbc870c,Lloyd Chiate,Hello It's Me / I Just Called to Say,complainer,,Lloyd Charmers,I Just Called to Say I Love You,104
ca2af359-f980-4639-ae40-b04445964199,Derrick D. Moore,She Can't Stand It,complainer,,Sam Moore,I Can't Stand It,105
d0ba9105-75bb-4274-9ed6-d8bfdcd7dd1f,Stavros Logarides,City of Violets,complainer,,Stavros,World Church of the Creator,106
f01aafa4-a5da-4188-8656-062b6770cecc,Boyd Jarvis,The Music's Got Me,complainer,,Before the Storm feat. Boyd Jarvis,I’ve Got the Music (club mix),107
e5535508-cb5e-44d1-b528-f7600d44d678,"Duke Ellington, Billy Strayhorn, Johnny Mercer",Satin Doll,complainer,,"Duke Ellington, Johnny Mercer, Billy Strayhorn",Satin Doll,108
18b71114-edb6-4b92-9910-499c0244808c,Michael Sylvestre and Dougals Richwine,Heaven,complainer,,Michael Glabicki,Heaven,109
f3dc64bc-d9eb-4e7a-8096-1f24360a0d52,Les Inconnus,Auteuil Neuilly Passy,complainer,,Les Inconnus,Auteuil Neuilly Passy (Rap BCBG),110
e6bca11e-722b-475c-a870-33052284e08b,James Drynan,Filion Family Welcome,complainer,,Steve Jablonsky,Family Welcome,111
7ab30427-20ee-47c7-ba05-e870f8f0fd2e,Williams Dees and Roy Orbison,"Oh, Pretty Woman",complainer,,Roy Orbison,Oh Pretty Woman (Oh Pretty Woman),112
ec53c9a3-b360-4d63-adc2-1574501b9b13,John Fogerty,Run Through the Jungle,complainer,,John Fogerty,Run Through the Jungle,113
ef851591-4922-47a3-b50d-1c60feff842c,Morales and Robertson [Fat Boys],Stick 'em,complainer,,Fat Boys,Stick 'em,114
a62acef2-e9b5-44f3-bf59-9f38957709d9,Crystal Cartier,Dangerous,complainer,,Crystal Lewis,Dangerous Ground,115
1b5d87a3-7ee8-4637-9f87-f96e9ea3b2b1,John Hooker and Bernard Besman,Boogie Chillen,complainer,,John Lee Hooker,Boogie Chillen,116
392b52f3-3483-4f59-8e66-4a9ac7b0de3d,Harry Woods,"When the Red, Red, Robin Comes Bob, Bob, Bobbin' Along",complainer,,Al Jolson,"When the Red, Red Robin Comes Bob, Bob, Bobbin' Along",117
e041d846-0c15-4bf6-8b2d-25f297533945,Eddie Palmieri,Paginas De Mujer,complainer,,Eddie Palmieri,Páginas de mujer,118
1cc58d4f-92ca-41bf-9765-2a78b9f630f3,Rene Santrayll & Michael Walker,Uh Oh,complainer,,Walker & Royce,Uh Oh,119
389944c2-509f-48a6-b569-4940ceb9ca3b,Robert Smith and Reynard Jones,Don't Let the Sunshine / Happy Go Lucky Girl,complainer,,The Paragons & Sly & Robbie,Happy Go Lucky Girl,120
ee00fe5f-aeed-4bb6-a876-aceaf059ba59,James Damiano,Miscellaneous lyrics and instrumental arrangement,complainer,,Marek Bychawski,Miscellaneous (instrumental intro),121
1f0c4dd4-ff05-4b1e-9914-5840dae356e3,Maree McRae,"Every Minute, Every Hour, Every Day",complainer,,James House,"Every Minute, Every Hour, Every Day",122
e1ad0e25-37b7-4bd6-b58e-cd8cc27904e4,Ray Repp,Till You,complainer,,Corrina Repp,Did You Say You Were Grown?,123
48a0ff4c-0b28-4348-83fc-1926abca129e,Robert Plant et al.,Impeach the President,complainer,,The Honeydrippers,Impeach The President,124
2fa31a1e-5d87-47db-ba36-1ff7f3d16c36,"Kevin Griffin, et al.",Coyote,complainer,,Al Jewer,Coyote,125
ab4733ff-6c9b-4ef4-bead-01c652385ead,Everett Ellis,Lay Me Out By the Jukebox When I Die,complainer,,Everett,Lay Down Your Arms,126
cbc93126-8703-4aba-8d5b-555175918ea5,Christopher Selletti,Hero,complainer,,Christopher Maloney,Hero,127
f472981c-7431-4a0f-9c00-cba8feb68795,Suzane McKinley,I Think About You,complainer,,McKinley Mitchell,I Think You're The Girl,128
200feb65-9271-466e-8c2a-e4502c863f22,"Billy Gibbons, et al.",La Grange,complainer,,"La Mississippi, Billy Gibbons",La Grange,129
90506d39-17d3-4d1a-b526-9ea2b7049902,Snap!,Green Grass Grows (Earth follows),complainer,,Snap!,Green Grass Grows (Earth Follows),130
3cb78c05-e59b-4f37-9060-e4d5bdccfb2f,"John McLaughlin, et al.",Planetary Citizen,complainer,,John McLaughlin,Planetary Citizen,131
df69b944-dcfc-4bfb-86b0-bb464ff00f75,Isley Brothers,Love is a Wonderful Thing,complainer,,The Isley Brothers,Love Is a Wonderful Thing,132
7d818fcb-6374-4948-9f1d-f54fea4ee58f,Michael Tisi,Sell Your Soul,complainer,,Barely Heroes,Sell Your Soul,133
c2366706-91ee-45ce-a0cc-4b17d8dddfe6,,Various pop songs in SACEM catalog,complainer,,GaBLé,Sacem,134
8c3b2197-d29a-4d5f-b2a4-4bb9b9f72ef7,Matthew Cooper,The Lower we Fly,complainer,,Outside,The Lower We Fly,135
a29a3515-c220-4a68-ae9d-e35256c18680,Astrud Gilberto,Girl from Ipenama,complainer,,Astrud Gilberto,Girl From Ipanema,136
6e14e66a-a9bb-4c2e-b29d-faa0744ef8e3,Albano Carrisi,I cigni di Balaka,complainer,,Al Bano & Romina Power,Cigni di Balaka,137
d2195502-4db7-46bd-9616-bcf78558a62b,Marlon Williams,The Symphony,complainer,,sir john barbirolli,vaughan-williams 8th symphony toccato,138
2f754617-70ae-4225-9d13-215862cec169,Chuck Berry and Johnnie Johnson,Wee Wee Hours,complainer,,Chuck Berry,Wee Wee Hours,139
6e6d3e04-12df-418a-8e4b-e52ac19a932e,Paula Toliver,Independent Lady,complainer,,Ryan Baine,Independent Lady,140
8b3c7613-1343-430e-a3ad-ad6ebae9aa47,Marianne Creagh,Where are You Now,complainer,,Marianne Nowottny,Where You Are,141
83040247-3a41-4ca8-924a-98be99eea44a,"Leo Nocentelli, et al.",Hand Clapping Song,complainer,,Leo Nocentelli,Your Song,142
671e0bb0-6595-4cfc-86ee-acaf63a5e76f,Stephan Malmstedt,Jenny and I,complainer,,Stephan Malmstedt,The Red Light,143
8c97f0e7-0cad-4346-89d3-ae42c3445e1c,WEH,Heartbeat,complainer,,Weh!?,Jaws,144
396df7d2-81bc-4753-8b3a-43cb77f3692c,Michael Cottrill and Lawrence Wnukowski,What You See is What You Get,complainer,,Rick Kemp feat. Andrew 'Spud' Sinclair & Michael Chapman,What You See Is What You Get,145
bc87b33e-0352-48a5-85cd-0149a5f2b117,James W. Newton,Choir,complainer,,James Newton,Choir,146
49f8944b-1a01-473d-b265-3f7e4ddf083e,"Edward ""Kid"" Ory",Muskrat Ramble,complainer,,Kid Ory,Muskrat Ramble,147
8de682a5-bf9a-477b-98b8-61c8a617633d,John L. Jorgensen,Long Lost Lover,complainer,,The Three Degrees,Long Lost Lover,148
b9cef55e-5185-4cf9-be1d-bb7cf6743e9d,"Mehmet Ergin, Christoph Lienemann",Jingle of German bank: “Wenn’s ums Geld geht-Sparkasse”,complainer,,Big Jay und die GPÖ,Geht ums Geld,149
f833fca3-0e0a-45cd-b54d-a3997c9d010b,Asei Kobayashi,Dokomademo Ikou [Let's Go Anywhere],complainer,,SWIM SWEET UNDER SHALLOW,dokomademo,150
952af1ab-7ed9-4d06-a803-add49c3e9193,Apollo Inc.,When the Sun Rises,complainer,,Jeff Wahl,When the Sun Rises,151
22f6ed13-64dc-43d6-bd3b-1c512bb227ae,Seth Swirsky and Warryn Campbell,One of Those Love Songs,complainer,,Seth Swirsky,It's Still Love,152
12600e4d-65cd-4c01-bcc6-a3ba8ff4f023,Soloman Ntsele [p/k/a/ Linda],Mbube,complainer,,Solomon Linda’s Original Evening Birds,Mbube,153
3d955493-0b42-462d-a9d9-e68f3cdeb468,Demme Ulloa,Brief countermelody to defendant's song,complainer,,Out Hud,Defendant's Song,154
5b05cbcc-9d91-4ba5-b98f-c595f77da3a9,"Ramid Brown, et al.",Straight Like That,complainer,,$tupid Young,Straight Like That,155
7f9ed647-376e-4494-95a1-4047ea17c4b6,George Clinton,Get Off Your Ass and Jam,complainer,,George Clinton and the P-Funk All Stars,Get Off Your Ass & Jam (:58),156
7692d439-0492-43f3-81e5-46e89fa8ca19,Elizabeth Coffey,Forever After,complainer,,Dennis Coffey,Our Love Goes on Forever,157
5dfe369b-5421-492c-9bba-5681453b5359,Tia Griffin,Heart of Gold,complainer,,Patty Griffin,House of Gold,158
c5da9b12-1f99-4eab-b492-5a43953e6893,Calvin R. Johnson,You’re the One (For Me),complainer,,Ella Johnson,You're the One for Me,159
b5eec9a6-c17c-4524-b1e7-1ed3cb86400d,"Jerome Temple (""Jubilee"")",Back That Ass Up,complainer,,DJ Jubilee,Back That Ass Up,160
05d566f6-d9e5-4325-acd7-5b3ef9b9508e,Ralph Vargas and Bland-Ricky Roberts,Bust Dat Groove Without Ride,complainer,,Carlos Bess,Bust Dat Groove (w/ ride),161
53987440-6a19-4975-b8bf-c21ddc2e2a4b,Yong Wang,Send My Comrade to Beijing,complainer,,Wang Changcun,20161209_live_at_beijing,162
72083ac0-9e4d-4f93-8ac0-145f3e7dc9cd,Sergio Endrigo,Nelle mie notti,complainer,,Sergio Endrigo,Nelle mie notti,163
0f525747-8cb0-4ba1-bc65-693c47d71ea4,"Carl Boone (""Trajik"")",Holla Back,complainer,,8Ball feat. Carl Thomas,Holla Back,164
36ec00df-2dbc-47f0-9f93-b681d950d585,Bradley Tilford,Still Tippin',complainer,,Tilford,"Dylan Loves Happiness, Tap Dance, and South Dakota",165
7cae4d33-c48f-4d40-a4b7-73473fb314b0,Jennifer Armour,Got a Little Bit of Love for You,complainer,,Michael Hurley,A Little Bit of Love for You,166
9ed37b93-b3f8-4f81-8fd5-e4788a2e3088,"Robert Jones, et al.",Singing in the Morning,complainer,,Al Simmons,Singing in the Bathtub,167
f4d16748-1440-4d76-a96c-14086d490d2f,Luther Campbell,It's Your Birthday,complainer,,Luther Campbell,Take It Off (album version),168
e9d1f682-50c8-4021-b7d4-80fcfa0d7ea4,Lo,Lianshang Love Song,complainer,,Roger Nichols Trio,"Love Song, Love Song",169
