musicbrainz_id,case_artist,case_title,case_role,case_status,mb_artist,mb_title,case_id
cc900a45-a623-4c19-b175-a631eafbed98,Ralph Vargas and Bland-Ricky Roberts,Aparthenonia,complainer,,Ralph & Ricky Skaggs,The First Step to Heaven,170
e0625845-47b6-4967-ae55-ee21007dae19,Victor Velez,Hasta Hoy,complainer,,Mario del Río con el Mariachi Corona de David Lopez,Hasta hoy,171
a15fbc2e-48d9-4fa3-ae93-d3f01777dd93,Chris Lester,Nowhere Fast,complainer,,Meat Loaf,Nowhere Fast,172
53acd677-0423-471e-bd60-8451bc103a74,Xu Ruhui,"Arrangements of Chinese Operas, including: The Mother as Slave",complainer,,Xu,Sea of Cobwebs,173
ecf2722f-f830-460b-b322-31499eec12e7,Corey Glover,Make Up Your Mind,complainer,,The Good Men,Make Up Your Mind,174
4b9b3a70-fa11-4b4f-a11f-ceac2f7751e3,"Jurgen Winter, et al., (a.k.a. ""Jud's Gallery"")",Nordrach,complainer,,Jud's Gallery,Nordrach,175
cc39412b-a24d-4dcb-a1ea-5684a4db5679,Ram Sampath,The Thump,complainer,,Ram Sampath,Haule Haule,176
295ff2c5-7df1-4595-9c03-ff9dceaf1cab,Rickey Allen,Cater 2 U,complainer,,Beyoncé,Cater 2 U,177
27941c31-970d-4f34-86d7-49c8ed923341,Dustin Evans,Good Ol' Days to Come,complainer,,Dustin Evans,Good Ol' Days to Come,178
1fac6603-0eaf-437b-9fd7-b850e7019dec,Samuel Steele,Man I Really Love This Team,complainer,,Steele,Everything I Love,179
85d99974-2be4-4e4c-917b-948e96d27a1d,George Clinton,Atomic Dog,complainer,,George Clinton,Atomic Dog,180
24001a84-f6ef-4621-adae-7fe635bb18be,Leonard Jones and James E. White,Party Ain't Crunk,complainer,,James White,Monkey Party,181
96958422-ea5f-4115-89cd-a2745452d9c5,Joe Satriani,If I Could Fly,complainer,,Joe Satriani,If I Could Fly,182
263f6386-f4f7-4afd-b870-fa5a35e26f80,WEH,Heartbeat,complainer,,Weh,Hang 'Em High,183
7e79fb6c-9e3f-4f8f-a0fe-05ec8debf998,David & Peter Currin,I'm Frontin',complainer,,Stealth & Cold Fusion,Frontin’,184
00c69d35-0b96-4002-9182-012f7b7f306a,Marion Sinclair,Kookaburra Sits in the Old Gum Tree,complainer,,Marion Sinclair,Kookaburra Sits in the Old Gum Tree,185
6bc9f4b2-d165-406a-ae98-08d3a8f1a0da,Preston Marshall,You are the One,complainer,,Steve Marshall,You Are the World,186
1f9b9357-2918-467b-8ddb-5c12d407dd28,Robert R. Prunte,"Fire in Da Hole, Plus Others",complainer,,Black Rob,Fire in da Hole,187
ad6b7fec-2740-41f6-8f10-99a6499baf88,Martel Ellis,Danger,complainer,,Vinyl Dial & Sam Ellis,Into Danger's Mouth,188
08890a30-0d6a-43f5-971a-ebbb13a6d951,Ebony Latrice Batts aka “Phoenix Phenom”,Boom Dynamite,complainer,,The Courettes,Boom! Dynamite!,189
6aafff6e-5701-41f8-93d5-b470c0995384,Jake Holmes,Dazed and Confused,complainer,,Jake Holmes,Dazed and Confused,190
04955af7-ccc4-481e-8a7a-ff3cbb3f2138,Ernest Straughter,The Reasons Why,complainer,,Sunny Ledfurd feat. Ziggy Pockets,The Reasons Why,191
4ee9a470-414e-4e89-b01c-e87b38e089db,Wadena Pyatt,Caught Up,complainer,,Sofia Källgren,Caught Up,192
8a6b873d-50ed-47d8-85da-e81d1ba2cdfd,"Ryan Lessem, Douglas Johnson",Elevator,complainer,,Liam Ryan,Blue Elevator,193
40edebc1-11b9-4eed-b563-1a962e8d3913,Anonymous,Baghon Mein Behar Hai,complainer,,Lata Mangeshkar & Mohammed Rafi,Baghon Mein Bahar Hai,194
2de2f6ab-0e75-45c8-b843-729734bb33ff,Marshall Mathers [aka “Eminem”],Advertisement for Chrysler Corp.,complainer,,Peter Mathers,For Sueth,195
9f9f6ffe-2034-4544-bc9d-7639837f259d,Stephan Obinger,,complainer,,Trankil Trankil,NAN NAN NAN NAN NAN NAN (INTERLUDE),196
f68ad646-241d-4eda-8a63-6d8fe211ba99,Anthony Stokes,Where are You Now?,complainer,,Anthony Weedon,Where Are You Now,197
5a7c18b2-dc01-4151-9061-1854e4612f4e,Bruce Lyles,Without You,complainer,,Bruce Springsteen,Without You (band),198
3141c6cf-e585-4ce1-a8b4-f2b755ab1a73,Vince Peters,Stronger,complainer,,Rainbow Room,Stronger and Stronger,199
080a6098-559b-47a7-929c-09092c6c1050,Meiru Huang,What Is Wrong with Love,complainer,,Tracy Huang,I Want to Know What Love Is,200
f5653e27-4b78-439e-ac6b-7bcb76963941,William Keith,Bedrock,complainer,,Keith Tinman & Jonathan Dunn,Bedrock,201
7f587763-468c-4dd5-81ad-547ccdf30002,"Robert Poindexter, et al.",Thin Line Between Love and Hate,complainer,,The Persuaders,Thin Line Between Love and Hate,202
af225861-963f-4aec-8b89-373455bd8e13,Rui Hua Wang,You and Me,complainer,,Wang Wei,You and Me (The Myth),203
f99809f5-1ed3-461f-a3cb-a121c24d92d8,Daniel Auerbach and Patrick Carney,Lonely Boy; Gold on the Ceiling,complainer,,Rosie Carney,Ceiling,204
71541a0b-4d52-4fab-a1da-895e50143e83,Lars Erickson,Pi Symphony,complainer,,Lars Erickson,"Movement I, Pi and e",205
6e304301-0e31-4b86-a63f-c1fef3575e09,Kevian Haghgoo et al.,Soosan Khanoom,complainer,,Barobax,Soosan Khanoom,206
9c78ddd6-ed8e-426c-94fd-31078daddcc7,Guy Hobbs,Natasha,complainer,,Pig Destroyer,Natasha,207
e64ab9a2-1b7e-4200-8edd-86394dcd97ff,Will Loomis,Bright Red Chords,complainer,,Will Dailey,Bright,208
dc6ef71a-0800-48f2-b93e-5a5c4de27ba8,Usher Raymond,Syl Johnson,complainer,,Dominique A,Syl,209
15b46342-814c-4ce7-bb71-2aa39c32dc9d,Bloodstone,I'm Doing My Job,complainer,,Bloodstone,I'm Just Doing My Job,210
7ec28014-dbb9-4438-85a4-8684bcb32f9f,Rebecca Francescatti,Juda,complainer,,"Amit Mishra, Debanjali B Joshi",Juda Juda,211
009bcdcf-b875-4145-b39e-69284c6c5e78,Brian Pringle,Take a Drive,complainer,,Aric Pringle,"Take One, They're Free",212
71a0fa9a-21d3-4ac5-a571-a0363fa5331c,David Pryor,Bumpin' Bus Stop,complainer,,Thunder & Lightning,Bumpin’ Bus Stop,213
2d1b9303-e934-45dc-b11b-79eeefb7808f,Eddie Bo & The Soul Finders,"Hook & Sling, Pt. I",complainer,,Eddie Bo and The Soul Finders,Hook & Sling,214
0d73c65c-fcff-48be-8261-1d0a093d27da,Ramon Arias Vasquez,Loca con su Tiguere,complainer,,Eddy K & Silvio Mora,Loca con su tiguere,215
81ca7259-f043-49e4-9e26-abb378d0f34a,Paul Batiste,I Like Your Way; Blues Man,complainer,,DJ Batiste,I Am Your DJ,216
b2c7545e-c4e4-4a56-ae8e-2876195f27a3,"Klaus Wüsthoff, Hans Günter Wagener",Fanfaren-Blues,complainer,,Hans-Günter Wagener,The Blue House,217
8fb1c249-b95d-4e2b-bcd5-cc53c3f79cd2,Ahmad Javon Lane,X.O.X.O.,complainer,,Greg Hatwell & Marc Lane,XOXO (b),218
8b1f1146-c4a8-4260-be50-9fcc70bbc979,Lenny Lee Goldsmith,Zimba ku,complainer,,Black Heat,Zimba Ku,219
cab084b8-fc77-4845-8851-0eeffce51bc7,Devin Copeland,Someone to Love,complainer,,Copeland,You Love to Sing,220
0e78bc07-6937-4142-80ea-a47b3c368e24,Trouble Funk [band],Say What; Drop the Bomb,complainer,,Trouble Funk,Drop the Bomb,221
fcff2e13-22d5-4ae6-ac61-5a70a978b163,"American folk song, as performed by Bo Carter",Corrine Corrina,complainer,,Bo Carter,"Corrine, Corrina",222
21f9740b-25fb-403a-8512-22008eef00eb,Daniel Marino,,complainer,,Daniel Lindström,Nån slags verklighet,223
e81aa1b5-c328-4b69-b4f3-aa86f750cb0d,Tom Petty and Jeff Lynne,I Won't Back Down,complainer,,Tom Petty,I Won’t Back Down,224
09783e76-bc4b-4b14-9ef7-b638a4457e2a,Richard Friedman,To Our Fallen,complainer,,Richard Friedman,To Our Fallen,225
2dfdcbdc-924f-4055-9e41-16d97090326b,Dark Sanctuary,Les Memoires Blessées,complainer,,Dark Sanctuary,Les Mémoires blessées,226
bfdb93fa-830e-457a-a4f5-607ed41b1bf6,Jefferson/Jean-François Johnson,Forever,complainer,,Jean-François Groulx,Forever,227
b19c3371-5319-4fc3-ac89-c0750d35e6b5,Jose Guzman,"Triste Adventura, alternatively known as Cartas de Amor",complainer,,Zé Henrique & Gabriel,Cartas de amor,228
7351f457-afb9-47c2-b790-cfe45240881c,Enrico Riccardi and Luigi Albertelli,Zingara,complainer,,Little Tony & Bobby Solo,Zingara,229
e61a14c2-abc7-408c-ab16-11ebf8e17c13,Baligh Hamdi,"Khosara, Khosara",complainer,,Abdel Halim Hafez,Khosara Khosara,230
2dc770ed-c776-48e3-a4b5-edd807495297,Amy Bowen,Remind Me,complainer,,Buddy Knox & Jimmy Bowen with The Rhythm Orchids,Stick With Me (Jimmy Bowen),231
1a89ddc7-1566-4860-b3fb-39061169a3a8,"Vincent Montana, Richard Pettibone",Chicago Bus Stop,complainer,,Andrew Vincent,Bus Stop,232
988e9299-f616-4ee4-9074-21552a119d5b,Joel McDonald,Made in America,complainer,,Forrest McDonald,In America,233
e8fec4fb-b65f-4731-8eba-4779213bfbfa,African-American Spiritual,We Shall Overcome,complainer,,The Freedom Singers feat. Pete Seeger,We Shall Overcome,234
da3f5dd9-b63b-4e59-aaad-5b8963ea7f8e,Alisa Apps,Need to Know,complainer,,APPS,Robocop (A Tribute to Kraftwerk),235
99816e4a-713a-4be6-9888-57dbcee5c29a,Timothy Arnett,Remember Me,complainer,,Arnett Cobb,Blue Me,236
956e7caf-bc9a-4ee5-b110-50e1b0c172ea,"Joseph Bereal, et al.",Came to Do,complainer,,Al Et Al,I Want to Fly,237
bc8fcc16-6b50-4e2e-8e0f-854b082f47b1,"Eric  Smith, et al.",No Rain,complainer,,Wayne Smith,Rain Rain,238
4a97d9a3-e4fb-44dd-9852-4a36e6ba4d2c,Gabor Presser & Anna Adamis,Gyongyhaju Lany,complainer,,Presser Gábor,Gyöngyhajú lány,239
daed59f0-7844-4265-8763-59238d0a7ab2,"Bill Withers, et al.",Don't You Want to Stay,complainer,,Bill Withers,Don’t You Want to Stay?,240
5413c81b-3e2e-41cb-86a9-17db83139d66,"Thomas McElroy, Denzil Delano, Jay King",Why You Treat Me So Bad,complainer,,Club Nouveau,Why You Treat Me So Bad,241
88f20abc-723d-46b3-91b8-51ce8373ed3e,Members of  the band “X Ambassadors”,Jungle,complainer,,X Ambassadors,Jungle (The MADE Edit),242
1f799935-4967-4d46-8855-5935680098c2,Members of  “electro-funk” band Collage,Young Girls,complainer,,Collage,Young Girls,243
fcff2e13-22d5-4ae6-ac61-5a70a978b163,Public domain blues number performed by Bo Carter (Chatmon),"Corrine, Corrina",complainer,,Bo Carter,"Corrine, Corrina",244
97424337-7a2c-40ac-b9fb-b9aa07a41a39,“Sleigh Bells” [band],Infinity Guitars,complainer,,Sleigh Bells,Infinity Guitars,245
238b611c-ac6a-40de-ac31-6499089f4471,Alex Greggs,Takes All Night,complainer,,Alex,All Night,246
2cda952f-08bc-4314-80c5-2fa5da25ff75,Martin Harrington & Thomas Leonard,Amazing,complainer,,Leonard Moore,Amazing Race,247
7a44e048-84f4-42a6-9725-f43c6af8b26c,"Jeff Barry, et al.",Christmas (Baby Please Come Home),complainer,,Al Runyon,Baby Please Come Home,248
c00ea778-4e2f-4f88-9073-8543da095144,Casey Dienel,Ring the Bell,complainer,,Casey Dienel,The Coffee Beanery,249
eabd7153-f626-4238-8e1f-73e8255dec26,Cirque du Soleil,Steel Dream,complainer,,Cirque du Soleil,Steel Dream,250
7e6cbf8a-e56f-4ad6-9467-5fbe809a8df0,Perry Kibble,A New Day is Here at Last,complainer,,J.C. Davis,A New Day (Is Here at Last),251
8083e8c3-696c-4539-8ec8-06e842312096,Laurent Feriol,Les Chansons d’artiste,complainer,,Navet Confit,Les Chansons,252
af83c4b4-cafb-4ee2-9937-295f07ecc1b5,Willia Dean Parker & Homer Banks,Ain't That a Lot of Loving,complainer,,Homer Banks,Aint That a Lot of Love,253
f96ab8e5-ddb0-46aa-a79d-5e2ef8bac2ad,"Wiliam Roberts, Andrew Harr, Jermaine Jackson",Hustlin,complainer,,Harr.,I'm Trying,254
5f5eb5ef-ebf5-4626-9e78-24f3356af2ab,Leroy Mitchell,Star in the Ghetto,complainer,,Prince Phillip Mitchell,Star in the Ghetto,255
c0292258-9608-4735-8b5d-2a5083c1ac9c,Abdul Muhammad (Erik Saunders),Bridge Through Time,complainer,,The Yaga Yagas,Bridge Through Time,256
b7e94e8f-d933-49d9-9259-46e9d4082306,Roger Troutman,More Bounce to the Ounce,complainer,,The Foreign Exchange,Downtime (Nicky Troutman’s Bounce to the Ounce remix),257
8f1bab81-32d4-48a1-b344-b3674b634462,"Jon Dunmore, Mike Molina",[I’d do] Anything for You,complainer,,Roky Erickson,For You (I'd Do Anything),258
71045f67-7aa5-4bcb-be5a-f91a13629965,Sean Hall,Playas Gon’ Play,complainer,,3LW,Playas Gon’ Play,259
bfea7879-a183-40c9-a3cc-d253e3aae188,Anthony Barre aka “Messy Mya”,Booking the Hoes from New Wildings; A 27 Piece Huh?,complainer,,Messy Marv,Hoes Ain't Shit,260
aa43a741-72a2-4604-b991-d906d7e944e7,"Fredley Saurel [aka “Freddy GZ”], et al.",Turn Down for What?,complainer,,Waka Flocka Flame,Turn Down for What,261
c25ef736-5a8e-4ae2-af4f-6114fb7dbddc,Joel Bosh,Yo Soy Boricua,complainer,,Sociedad '76 & Johnny Zamot,Yo soy boricua,262
ae51e807-3153-4962-b25d-e456e8b4637b,Kishore Kumar & Asha Bhosle,Kehdoon Tumhe,complainer,,Kishore Kumar & Asha Bhosle,Kehdoon Tumhen,263
c2d6a51e-aae1-4d13-93b7-c55e3fd986eb,The Sequence,Funk You Up,complainer,,The Sequence,Funk You Up,264
5ec01414-8d59-4dfc-aae1-4cbd88a81c9d,Paul Rose,Nae Slappin',complainer,,Kim Larsen,"Næ, næ, næ",265
438f3866-9105-4568-b6e9-2ab656bb599c,Abiodun Oyewole,When the Revolution Comes,complainer,,Abiodun Oyewole,When the Revolution Comes,266
0774920a-7dca-41f3-948d-5ea5fa47d3e2,"John Wilson, Charles Still, Terrance Stubbs",Sho' Nuff,complainer,,Reuben Wilson,Sho-Nuff Mellow,267
1d8058f0-742c-424d-ac3e-dc2283cb5e1c,Luis Cortes-Ramos,World Cup Song Contest Entry,complainer,,Guest,November Contest Entry,268
e61a14c2-abc7-408c-ab16-11ebf8e17c13,Baligh Hamdi,"Khosara, Khosara",complainer,,Abdel Halim Hafez,Khosara Khosara,269
1f79211d-4450-42f4-9edd-e3f7f50f2eb7,Marvin Gaye,Got to Give it Up,complainer,,Marvin Gaye,"Got to Give It Up, Part 1 (Gigamesh edit)",270
e6b4c37d-d08a-4cfa-9b9c-c3542202e4b8,Herman Weems,Why Can't There Be Love,complainer,,Dee Edwards,Why Can't There Be Love,271
3b718590-3fc0-4ebb-b26b-63bb52f8e7c5,Michael May,We Run Things,complainer,,Diamond D,We Run Things,272
bc37d1bb-9d1f-4d4f-92de-020a41897284,Drayter [Band],Best I Had,complainer,,Alex Dezen,I Had a Band,273
4ca6c319-ce40-4651-b1bf-0c0e7f7a8aef,"Sean Carey, Beau Golden, Jasmine Rae",When I Found You,complainer,,Jasmine Rae,When I Found You,274
b03da246-2566-471f-be87-79c5643e43c2,Neomi Del Rio,Flight Safety Video,complainer,,Rio Rio,Last Flight,275
16e5f706-01c3-4858-9972-960e76bb624a,Jamie Ciero,Volar,complainer,,Pez,Volar volar volar,276
be3adf4b-7f7c-436e-9a34-ff295c72178b,Tracy Chapman,Baby Can I Hold You,complainer,,Tracy Chapman,Baby Can I Hold You,277
88eb41b8-f6bb-4d29-a231-84b473a8446e,"Dan Tramon, Diana Belkowski, and Carl Anthony Tramon",Rocket Boys Musical,complainer,,Tommy & Bobby,Musical Rocket,278
442af265-a81e-4d04-9b3a-aada52739d67,Benny Mardones & Robert Tepper,Into the Night,complainer,,Benny Mardones,Into the Night,279
73665d52-90da-4a45-91b2-3579e5c61ded,Richard Morrill,Who's Got My Lightah (1996) / Who's Got My Lighter (2009),complainer,,Panic Shack,Who's Got My Lighter?,280
4b923629-44ef-474a-9f13-9bdc04cec17f,Stahlgewitter,Auftrag Deutsches Reich,complainer,,Stahlgewitter,Auftrag Deutsches Reich,281
821a2c61-f248-425d-9a5e-6127cafd077a,Harumaki Gohan,Hachigatsu no Rainy [August Rainy],complainer,,gohan,AUGUST,282
9190bb3b-7390-42f3-8d5e-003edd783c81,"Marshall Mathers, et al.",Lose Yourself,complainer,,House of Brothers,Lose Yourself,283
53927cc4-1deb-4017-90d4-939cd0c3d6ad,The Rolling Stones,The Last Time,complainer,,Tymon & the Transistors (gościnnie Wojciech Waglewski),The Last Time (Rolling Stones),284
03f5cc68-de62-4735-9603-01252388895e,Alice T. Johnson and N.G (minor child),Video Recording of child praying,complainer,,Destiny’s Child,Destiny’s Child Interview (video),285
c70319ce-c4a9-4ed6-b6cb-7cdb6bdda632,"William Smith, Brian Clover, Scott McCulloch",I Need to Love,complainer,,William Scott,I Cant Wait to Love You,286
f7284679-1a24-421f-a90d-59b76cffd3fc,Song-A-Tron Music,Back it Up,complainer,,Recollect,Must Be Music (Heat It Up Mix),287
216f7b25-40a3-4fd9-85b9-0e6424e68df4,Kraftwerk,Metall auf Metall,complainer,,Kraftwerk,Metall auf Metall,288
d3a07e17-5004-4b05-a2b7-e6baf9553cda,Mimi Korman,Me Olvide de Vivir,complainer,,Tamara,Me olvidé de vivir,289
e1802380-839c-43d0-9a17-3eeca183fe63,Esmeralda Lucy Rodriguez,Pediré,complainer,,Bobby Pulido,Le pediré,290
4cf030e7-a0a6-4717-9d08-d591da639df7,"Samuel Nicholas III (""Sam Scully"")",Roll Call (Instrumental),complainer,,Tommy Wright III,Roll Call,291
c235dd92-9565-4667-a942-f3d93a60d670,"Brandon Lee (""Don Lee"") & Glen Demeritt",gwenXdonlee4-142,complainer,,Don Lee,Do Your Dub Thing,292
6cec9d3c-fd0f-407a-9e4b-e512e12fa3ca,Zachry Brown,Nowhere Left to Go,complainer,,Zac Brown,Nowhere Left To Go,293
2c1d1b9f-cf45-4824-8e9e-41ed2f8503a0,Mark Halper,Don't Throw Our Love Away,complainer,,Dominoe,Don't Throw Our Love Away,294
ad7699dc-570f-4882-ac78-0ff0c405a61c,Jesse Graham,Haters gone Hate,complainer,,Seckond Chaynce,Haters Gone Hate,295
21f5c52b-2d48-4a44-b6fa-c82bf3dcd06a,"Ryan Key, et al. (""Yellowcard"")",Holly Wood Died,complainer,,Yellowcard,Holly Wood Died,296
ab70e698-d7df-4653-945c-5a5f83c56152,"Tamita Brown, et al.",Fish Sticks n' Tater Tots (song),complainer,,Forests,Tater Tots,297
a80f12b1-ed50-4f2c-9a65-c6c3d06b17ea,Nazim Guity,Eres Mia,complainer,,La Rondalla de Saltillo,Eres mía,298
e549ae43-7d08-459b-833d-ddaf9da8c170,"Leander C. Pickett (""M.O.S."")",Walk It Like I Talk It,complainer,,Ace Hood,Walk It Like I Talk It,299
6d57786b-e6ba-4daa-8305-c9aa2c8252db,Sharon Stone,,complainer,,Sharon Stone,T’Was the Night Before Christmas,300
112a7502-e8c8-44f3-bc4f-f7c6576696d0,Paul Batiste,Hip Jazz; World of Blues; Salsa 4 Elise; I Got the Rhythm On,complainer,,Paul Deslauriers,Blues Got the World...,301
f4bd30e8-e7a8-4ff6-9998-4bbbe25b5435,Eddie Lee Richardson aka Hotwire the Producer,*Hood* Pushin’ Weight,complainer,,DJ Mystik,Pushin' Weight,302
e76232ef-1eaf-492b-a89e-fa88424544b5,Ernie Hines,Help Me Put Out The Flame (In My Heart),complainer,,Ernie Hines,Help Me Put Out the Flames (In My Heart),303
1e88ada8-7fea-49d0-9e21-0413485fc694,"Melissa Jefferson (""Lizzo"")",Truth Hurts,complainer,,Lizzo,Truth Hurts,304
cdb2e4e4-3bd3-45ff-a2f5-6b53f3fdc933,Dada Kondke,Var Dhagala Lagli Kal,complainer,,Asha Bhosle,Lagli Lagli Kaisi Hichki,305
cb69b3b6-66a2-4291-84c4-08dc92a2ac7b,Jimmy Smith,Jimmy Smith Rap,complainer,,Jimmy Smith,Jimmy Smith Rap,306
6ecfc8cc-8e77-424c-b1a6-816dd74e58ab,"Yeasayer, LLC",Sunrise,complainer,,Yeasayer,Sunrise,307
65be9110-6419-49b2-a535-b4ae1cba45e2,Randy Wolfe,Taurus,complainer,,Pie Conijn,Taurus: Taurus IV,308
eadeab4c-8fdf-499a-a0ab-e4bc3776cef7,"Marcus Gray, et al.",Joyful Noise,complainer,,Carlton Pearson,Joyful Noise,309
c86d1c16-d3f0-47fb-a202-ac22f955f29a,Tyler Armes,Circles,complainer,,Tyler Daley,Small Circles,310
c4ed56e0-c303-4a2f-8188-9ed740c40565,"Seth Gordon (""Yung Gordon"")",Yung Gordon Intro,complainer,,Dexter Gordon,Intro by Dexter Gordon,311
5f0ff901-922e-44ce-832e-7d126eaa9f14,Marvin Gaye,Let's Get It On,complainer,,Marvin Gaye,Let’s Get It On,312
99925beb-7218-4d96-85a3-2ed11724eb87,Darell Jackson,Side Show,complainer,,Alan Jackson,Alan Jackson Show Promo,313
7916bb0f-fd92-4754-a2af-13a4082bd591,Toni Basil,Mickey,complainer,,Toni Basil,Mickey,314
fed8651b-965b-4541-b18d-251997f709ce,,,complainer,,Wayra Nan,Qapaq Nan,315
e21a668e-e366-49c3-9957-2bde61fe5f8c,"Curtis James Jackson (""50 Cent"")",In Da Club,complainer,,50 Cent,In da Club,316
9f9f6ffe-2034-4544-bc9d-7639837f259d,Terrance Hayes,,complainer,,Trankil Trankil,NAN NAN NAN NAN NAN NAN (INTERLUDE),317
e4e2f5c6-8491-4b0c-94ba-342e5cd2ef0c,Josh Stone,"You Need It, I Got It",complainer,,Stevie Stone feat. Krizz Kaliko,I Got It,318
b68b5c7e-acf6-4321-84d6-cc05d245f660,Sam Chokri,Oh Why,complainer,,Bomb the Music Industry!,"Why, Oh Why, Oh Why (Oh Oh Oh Oh)",319
5f0ff901-922e-44ce-832e-7d126eaa9f14,Marvin Gaye,Let's Get It On,complainer,,Marvin Gaye,Let’s Get It On,320
61b3d5fa-19e0-4e4f-9610-df87438b3fd5,Barbara Norwood,Martian,complainer,,Barbara Manning,Martian Man,321
0424c896-91aa-41f4-89a9-ffc1d46a9923,Emelike Nwosuocha,Made in America,complainer,,Market Price,Made in America,322
20ae2657-dee9-46cf-af69-0d1eb8b34afa,Mr. Cooper,I Love Your Dress,complainer,,Nathan Halpern,I Love Your Dress,323
9bba37b3-d10c-4d87-8bf7-f4c324ba8bfd,Cameron Cates,She Loves Her Job,complainer,,Cameron Hansen & Bethany Hansen,She Loves Me (She Loves Me),324
dda414b3-81c3-44c7-bea8-2eaa44d1dbcb,Gutta,When U Think About It,complainer,,kixnna,when i think about u,325
643691d0-9ea7-4136-a9b5-10bf77efb4f4,Jóhann Helgason,Söknuður,complainer,,Jóhann Helgason,Söknuður,326
d4ace1ba-b12f-4b70-8693-4a8ea78b9cf4,Cleveland Browne & Wycliffe Johnson,Fish Market,complainer,,Steely & Clevie,Fish Market,327
9913313f-c401-4e61-9dcc-e878a2b8af19,"AOM Music, Inc.",Playero Works,complainer,,Fuerza Bruta,Playero,328
932ae478-4ec9-42e9-bd61-bd2105e63166,Marshall Jefferson,Move Your Body,complainer,,Marshall Jefferson,Move Your Body,329
ee693db7-4e2e-4ec7-be35-f35d66b52264,G-Money,Shawty So Cold,complainer,,A. G. Cook,So Cold,330
25c761ea-836e-4bdc-aa1c-903ee8a7dd35,Artikel Sound,Live Your Life,complainer,,Jason Bajada,The Sound Your Life Makes,331
6955b9da-3964-4d5e-a138-89cf6866055e,"Darwin Quinn, Mitchelle'l Sium,",Back N Forth,complainer,,Fedde Le Grand,Back N' Forth,332
6d964e47-d625-4600-aa68-b43d7c7f7a05,"Russell Brown, Sandy Linzer",Wiggle and Giggle All Night,complainer,,Cory Daye,Wiggle and Giggle All Night,333
2272246f-213d-4850-b62c-edb56c4bd432,"Lawrence Parker, Scott Sterling",South Bronx,complainer,,Scott La Rock & KRS‐One,South Bronx,334
aa2ea79a-fe14-469b-9462-2a5d52e4d68c,Bishop David Paul Moten,Unspecified Sermon,complainer,,Prince Paul,Sermon,335
2179f64c-38ed-4bd8-9e59-97c3fd5a9229,Yolanda Patrick,I Do What I Want,complainer,,Yolanda Kondonassis,Do You Hear What I Hear,336
8c76570b-e5a4-4082-82e0-f7e36735a0bb,Daniel Grigson,That Girl,complainer,,Daniel Isen,That Girl,337
52a908d9-cc78-48e8-bedd-28dbd435e709,"Jordan Vincent, Christopher Miranda",Dancing with Strangers,complainer,,Clear Static,Dancing With Strangers,338
07a4a98a-b6b2-4dab-967d-3469e5d46ec1,Sofi Tukker,Best Friend,complainer,,"Sofi Tukker ft. NERVO, The Knocks & Alisa Ueno",Best Friend (Sofi Tukker Carnival remix),339
9f5e394c-3d65-434c-b356-e31a0f138c9d,Rick Astley,Never Gonna Give You Up,complainer,,Walt Ribeiro,Rick Astley 'Never Gonna Give You Up',340
b778eec5-8269-4542-8a92-628ec7e9f250,"Andy Stone, AKA Vinnie Vance",All I Want for Christmas is You,complainer,,Doug Stone,All I Want For Christmas Is You,341
bfb4f673-c2f6-4a7f-bcee-28544cdb4f23,"Patrick Simmons p/k/a ""Havyn""",Somebody Tonight,complainer,,Patrick Cowley,Somebody To Love Tonight,342
cb087dcf-d088-44e7-be10-ef35582802d7,Obrafour,Oye Ohene,complainer,,Larry Achiampong,OHENE,343
