case_id,year,country,case_name,link,court,complaining_work,complaining_author,defending_work,defending
262,2017,US,"Bosh v. Univision Communications, Inc.",https://blogs.law.gwu.edu/mcir/case/inplay-joel-bosh-v-univision-communications/,S.D. Fla.,Yo Soy Boricua,Joel Bosh,Advertisement for Spanish language Sesame Street,"Univision Communications, Inc."
263,2017,IN,Super Cassettes v. Trimurti Films,https://blogs.law.gwu.edu/mcir/case/super-cassetes-industries-pvt-ors-vs-trimurti-films-pvt-ltd/,Bom. HC,Kehdoon Tumhe,Kishore Kumar & Asha Bhosle,Socha Hai (Kehdoon Tumhe Remix,Jumin Nautiyal & Neeti Mohan
264,2017,US,"Stone et al. v. TIG7 Publishing, LLC et al.",https://blogs.law.gwu.edu/mcir/case/stone-et-al-v-tig7-publishing-llc-et-al/,N.D. Ga.,Funk You Up,The Sequence,Uptown Funk,Bruno Mars & Mark Ronson
265,2018,US,"Paul Rose v. Paul David Hewson, aka “Bono”, et al.",https://blogs.law.gwu.edu/mcir/case/inplay-rose-hewson/,S.D.N.Y.,Nae Slappin',Paul Rose,The Fly,"Paul Hewson, aka “Bono”, et al."
266,2018,US,"Abiodun Oyewole v. Rita Ora, et al.",https://blogs.law.gwu.edu/mcir/case/abiodun-oyewole-vs-rita-ora-et-al/,S.D.N.Y.,When the Revolution Comes,Abiodun Oyewole,How We do Party; Party and Bullshit; Calm Down,Rita Ora; Christopher Wallace; Marshall Mathers & Trevor Smith
267,2018,US,"Wilson v. Dynatone Pub., et al.",https://blogs.law.gwu.edu/mcir/case/wilson-v-dynatone-pub-et-al/,2d Cir.,Sho' Nuff,"John Wilson, Charles Still, Terrance Stubbs",Suit & Tie,Justin Timberlake
268,2018,US,"Cortes-Ramos v. Enrique Martin-Morales (""Ricky Martin"")",https://blogs.law.gwu.edu/mcir/case/luis-cortes-ramos-v-sony-ricky-martin-et-al/,1st Cir.,World Cup Song Contest Entry,Luis Cortes-Ramos,Vida,Ricky Martin
269,2018,US,"Fahmy v. Jay Z, et al.",https://blogs.law.gwu.edu/mcir/case/fahmy-v-jay-z-et-al/,9th Cir.,"Khosara, Khosara",Baligh Hamdi,Big Pimpin',"Jay Z, et al."
270,2018,US,"Pharrell Williams, et al. v. Frankie Gaye, et al.",https://blogs.law.gwu.edu/mcir/case/pharrell-williams-et-al-v-frankie-gaye-et-al/,9th Cir.,Got to Give it Up,Marvin Gaye,Blurred Lines,"Robin Thicke, Pharrell Williams"
271,2018,US,"Lela Weems v. Odd Future Records, et al.",https://blogs.law.gwu.edu/mcir/case/inplay-lela-weems-v-odd-future-records-et-al/,C.D. Cal.,Why Can't There Be Love,Herman Weems,Deathcamp,Tyler Okonma
272,2018,US,"Michael May v. Miley Ray Cyrus, et al.",https://blogs.law.gwu.edu/mcir/case/inplay-michael-may-v-miley-ray-cyrus-et-al/,S.D.N.Y.,We Run Things,Michael May,We Can't Stop,Miley Ray Cyrus
273,2018,US,[INPLAY] Platinum Jack Entertainment v. ESPN and Chick-Fil-A,https://blogs.law.gwu.edu/mcir/case/inplay-platinum-jack-entertainment-v-espn-and-chick-fil-a/,N.D. Tex.,Best I Had,Drayter [Band],Ads Aired on ESPN,Chick-Fil-A Advertising Agency
274,2018,US,Carey v. Sheeran,https://blogs.law.gwu.edu/mcir/case/inplay-carey-v-sheeran/,S.D.N.Y.,When I Found You,"Sean Carey, Beau Golden, Jasmine Rae",The Rest of Our Life,Edward Sheeran
275,2018,US,"Del Rio v. Virgin America, et al.",https://blogs.law.gwu.edu/mcir/case/inplay-del-rio-v-virgin-america-et-al/,C.D. Cal.,Flight Safety Video,Neomi Del Rio,,Virgin America
276,2018,US,"Jamie Ciero v. Disney, et al.",https://blogs.law.gwu.edu/mcir/case/inplay-jamie-ciero-v-disney-et-al/,C.D. Cal.,Volar,Jamie Ciero,Let It Go,Disney
277,2018,US,Tracy Chapman v. Nicki Minaj,https://blogs.law.gwu.edu/mcir/case/tracy-chapman-v-nicki-minaj/,C.D. Cal.,Baby Can I Hold You,Tracy Chapman,Sorry,Nicki Minaj ft. Nas
278,2018,US,"[INPLAY] Brighter Sky Productions LLC, et al. v. Marriott International, Inc., et al.",https://blogs.law.gwu.edu/mcir/?post_type=case&p=10076&preview=true,N.D.Ill.,Rocket Boys Musical,"Dan Tramon, Diana Belkowski, and Carl Anthony Tramon",October Sky Musical,"Marriott International, Inc, and Universal Pictures"
279,2018,US,"Benny Mardones, et al. v. Cyndi Lauper, et al.",https://blogs.law.gwu.edu/mcir/?post_type=case&p=10000&preview=true,S.D.N.Y.,Into the Night,Benny Mardones & Robert Tepper,Raise You Up,Cyndi Lauper
280,2018,US,"Richard Morrill v. Gwen Stefani, Pharrell Williams, et al.",https://blogs.law.gwu.edu/mcir/?post_type=case&p=9569&preview=true,C.D. Cal.,Who's Got My Lightah (1996) / Who's Got My Lighter (2009),Richard Morrill,Spark the Fire,Gwen Stefani & Pharrell Williams
281,2018,DE,Stahlgewitter v. Frei.Wild,https://blogs.law.gwu.edu/mcir/case/stahlgewitter-v-frei-wild/,OLG [Higher State Court] Hamburg,Auftrag Deutsches Reich,Stahlgewitter,"Schenkt uns Dummheit, kein Niveau",Frei.Wild
282,2018,JP,Harumaki Gohan v. Mori,https://blogs.law.gwu.edu/mcir/case/harumaki-gohan-v-mori/,,Hachigatsu no Rainy [August Rainy],Harumaki Gohan,M.A.K.E.,Yamato Mori
283,2019,NZ,Eight Mile Style v. New Zealand National Party,https://blogs.law.gwu.edu/mcir/case/eight-mile-style-v-new-zealand-national-party-et-al/,H.C. N.Z.,Lose Yourself,"Marshall Mathers, et al.",Eminem Esque,Michael Cohen
284,2019,US,The Rolling Stones v. The Verve,https://blogs.law.gwu.edu/mcir/case/the-rolling-stones-v-the-verve/,,The Last Time,The Rolling Stones,Bittersweet Symphony,The Verve
285,2019,US,"Andrew Green v. Kanye West, et al.",https://blogs.law.gwu.edu/mcir/case/andrew-green-v-kanye-west/,D.S.C.,Video Recording of child praying,Alice T. Johnson and N.G (minor child),Ultralight Beam,Kanye West
286,2019,US,"William Smith et al. v. ""The Weeknd""",https://blogs.law.gwu.edu/mcir/case/william-smith-et-al-v-the-weeknd-et-al/,C.D. Cal,I Need to Love,"William Smith, Brian Clover, Scott McCulloch",A Lonely Night,Abel M. Tesfaye (“The Weeknd”)
287,2019,US,"Song-a-tron Music, et al. v. Jones, et al.",https://blogs.law.gwu.edu/mcir/case/song-a-tron-music-et-al-v-jones-et-al/,S.D.N.Y,Back it Up,Song-A-Tron Music,24 Hours,"Christian Jones (""TeeFLii"")"
288,2019,DE,[INPLAY] Hütter v. Pelha,https://blogs.law.gwu.edu/mcir/case/hutter-v-pelham/,Court of Justice of EU,Metall auf Metall,Kraftwerk,Nur mir,Sabrina Setlur
289,2019,US,Mimi Korman v. Julio Iglesias,https://blogs.law.gwu.edu/mcir/?post_type=case&p=10083&preview=true,11th Cir.,Me Olvide de Vivir,Mimi Korman,Me Olvide de Vivir,Julio Iglesias
290,2019,US,"Rodriguez v. Avalos, et al.",https://blogs.law.gwu.edu/mcir/case/rodriguez-v-avalos/,W.D. Tex.,Pediré,Esmeralda Lucy Rodriguez,Pediré,"Eric Avalos, Courtney Rico, Chavalos Music, Inc."
291,2019,US,"[INPLAY] Nicholas v. Pigott, et al.",https://blogs.law.gwu.edu/mcir/case/nicholas-v-pigott-et-al/,E.D. La.,Roll Call (Instrumental),"Samuel Nicholas III (""Sam Scully"")",That beat; In my feelings; Nice for what,"Adam J. Pigott (""BlaqNmilD""); Aubrey Drake Graham (""Drake"")"
292,2019,US,"[INPLAY] Brandon Lee (""Don Lee""), et al. v. Hill (""Lil Nas X""), et al.",https://blogs.law.gwu.edu/mcir/case/brandon-lee-don-lee-et-al-v-hill-lil-nas-x-et-al/,S.D.N.Y.,gwenXdonlee4-142,"Brandon Lee (""Don Lee"") & Glen Demeritt",Rodeo,"Montero Lamar Hill (""Lil Nas X""), et al."
293,2019,US,Zachry Brown v. Ryan Tedder,https://blogs.law.gwu.edu/mcir/case/zachary-brown-v-ryan-tedder-inplay/,C.D. Cal.,Nowhere Left to Go,Zachry Brown,,Ryan Tedder
294,2019,US,"Mark Halper v. Sony/ATV Music Publishing, LLC, et al.",https://blogs.law.gwu.edu/mcir/?post_type=case&p=10280&preview=true,6th Cir.,Don't Throw Our Love Away,Mark Halper,Stay With Me,"Sam Smith, et al."
295,2019,US,New Day Worldwide v. Taylor Swift,https://blogs.law.gwu.edu/mcir/case/new-day-worldwide-v-taylor-swift-2/,C.D. Cal.,Haters gone Hate,Jesse Graham,Shake it Off,Taylor Swift
296,2019,US,"[INPLAY] Key, et al. (""Yellowcard"") v. Higgins, et al. (""Juice WRLD"")",https://blogs.law.gwu.edu/mcir/case/key-et-al-yellowcard-v-higgins-et-al-juice-wrld/,C.D. Cal,Holly Wood Died,"Ryan Key, et al. (""Yellowcard"")",Lucid Dreams,"Jared A. Higgins (""Juice WRLD""), et al."
297,2019,US,Brown v. Netflix,https://blogs.law.gwu.edu/mcir/case/brown-v-netflix-2/,S.D.N.Y.,Fish Sticks n' Tater Tots (song),"Tamita Brown, et al.",Burlesque: Heart of the Glitter Tribe (film),"Netflix, et al."
298,2019,US,Guity v. Santos,https://blogs.law.gwu.edu/mcir/case/guity-v-santos/ ,S.D.N.Y.,Eres Mia,Nazim Guity,Eres Mia,Anthony Santos
299,2019,US,"Pickett v. Migos Touring, Inc., et al.",https://blogs.law.gwu.edu/mcir/case/pickett-v-migos-touring-inc-et-al/,S.D.N.Y.,Walk It Like I Talk It,"Leander C. Pickett (""M.O.S."")",Walk It Talk IT,"Migos Touring, Inc. (""Migos""), et al."
300,2019,US,Stone v. Dudley,https://blogs.law.gwu.edu/mcir/case/stone-v-dudley/,C.D. Cal.,,Sharon Stone,Sharon Stoned,Chelsea Dudley a/k/a/ Chanel West Coast
301,2019,US,"Batiste v. Lewis, et al.",https://blogs.law.gwu.edu/mcir/case/inplay-batiste-v-ben-haggerty-aka-macklemore-et-al/,E.D. La.,Hip Jazz; World of Blues; Salsa 4 Elise; I Got the Rhythm On,Paul Batiste,Thrift Shop; Neon Cathedral,"Ryan Lewis; Ben Haggerty (""Macklemore"")"
302,2019,US,[INPLAY] Richardson v. Kharbouch,https://blogs.law.gwu.edu/mcir/case/richardson-v-kharbouch/,N.D. Ill.,*Hood* Pushin’ Weight,Eddie Lee Richardson aka Hotwire the Producer,Ain’t Worried About Nothin,"Karim Kharbouch aka French Montana;
Excuse My French"
303,2019,US,Hines v. Roc-A-Fella Records Inc. et al.,https://blogs.law.gwu.edu/mcir/case/hines-v-roc-a-fella-records-inc-et-al/,S.D.N.Y.,Help Me Put Out The Flame (In My Heart),Ernie Hines,Paper Chase; Toe 2 Toe,Jay-Z; Timbaland
304,2019,US,"Jefferson v. Raisen, et al.",https://blogs.law.gwu.edu/mcir/case/jefferson-v-raisen-et-al-inplay/,C.D. Cal.,Truth Hurts,"Melissa Jefferson (""Lizzo"")",Healthy (Demo),Justin Raisen; Jeremiah Raisen
305,2019,IN,Saregama India v. Balaji,https://blogs.law.gwu.edu/mcir/case/saregama-india-limited-v-balaji-motion-pictures-limited-ors/,Delhi H.C.,Var Dhagala Lagli Kal,Dada Kondke,Dhagala Lagali Kala,"Meet Bros, et al."
306,2020,US,Estate of James Oscar Smith v. Cash Money Records,https://blogs.law.gwu.edu/mcir/case/estate-of-james-oscar-smith-v-cash-money-records-et-al/,2d Cir.,Jimmy Smith Rap,Jimmy Smith,Pound Cake,"Aubrey Drake Graham aka ""Drake"""
307,2020,US,"Yeasayer v. Tesfaye (""The Weeknd"")",https://blogs.law.gwu.edu/mcir/case/yeasayer-v-tesfaye-the-weeknd-inplay/,S.D.N.Y.,Sunrise,"Yeasayer, LLC",Pray for Me,Abel Makkonen Tesfaye (“The Weeknd”); Kendrick Lamar Duckworth
308,2020,US,Michael Skidmore v. Led Zeppelin,https://blogs.law.gwu.edu/mcir/case/inplay-michael-skidmore-v-led-zeppelin/,9th Cir.,Taurus,Randy Wolfe,Stairway to Heaven,Jimmy Page
309,2020,US,"Marcus Gray, et al. v. Katy Perry",https://blogs.law.gwu.edu/mcir/case/marcus-gray-et-al-v-katy-perry-et-al/,C.D. Cal.,Joyful Noise,"Marcus Gray, et al.",Dark Horse,"Katy Perry, et al."
310,2020,US,[INPLAY] Armes v. Post,https://blogs.law.gwu.edu/mcir/case/armes-v-post-inplay/,C.D. Cal.,Circles,Tyler Armes,,"Austin Post (aka ""Post Malone"")"
311,2020,US,[INPLAY] Gordon v. Chambers,https://blogs.law.gwu.edu/mcir/case/gordon-v-chambers-inplay/,E.D.N.Y.,Yung Gordon Intro,"Seth Gordon (""Yung Gordon"")",Stoopid,"Brytavious Chambers (“Tay Keith”);
Daniel Hernandez (“Takashi 6ix9ine”)"
312,2020,US,"[INPLAY] Griffin v. Sheeran, et al.",https://blogs.law.gwu.edu/mcir/case/inplay-griffin-v-sheeran-et-al/,S.D.N.Y.,Let's Get It On,Marvin Gaye,Thinking Out Loud,"Amy Wadge, Ed Sheeran"
313,2020,US,"[INPLAY] Jackson v. Apple, Inc.",https://blogs.law.gwu.edu/mcir/case/jackson-v-apple-inc/,N.D. Cal.,Side Show,Darell Jackson,,"Apple, Inc., et al."
314,2020,US,[INPLAY] Basil v. AMC,https://blogs.law.gwu.edu/mcir/case/basil-v-amc-inplay/,C.D. Cal.,Mickey,Toni Basil,,
315,2020,US,"[INPLAY] Stines v. Knowles, et. al.",https://blogs.law.gwu.edu/mcir/case/stines-v-knowles-et-al/,C.D. Cal.,,,Black Effect,The Carters
316,2020,US,"Jackson (""50 Cent"") v. Roberts",https://blogs.law.gwu.edu/mcir/case/jackson-50-cent-v-roberts/,2d Cir.,In Da Club,"Curtis James Jackson (""50 Cent"")",Renzel Remixes,"William Leonard Roberts II (""Rick Ross"")"
317,2020,US,[INPLAY] Hayes v. Lamar,https://blogs.law.gwu.edu/mcir/case/hayes-v-lamar/,C.D. Cal.,,Terrance Hayes,Loyalty,Kendrick Lamar
318,2020,US,Stone v. Grande,https://blogs.law.gwu.edu/mcir/case/stone-v-grande/,S.D.N.Y.,"You Need It, I Got It",Josh Stone,7 Rings,Ariana Grande
319,2020,UK,Sheeran v. Chokri,https://blogs.law.gwu.edu/mcir/case/sheeran-et-al-v-chokri-et-al/,EWHC [High Court of Justice],Oh Why,Sam Chokri,Shape of You,Ed Sheeran
320,2020,US,Structured Asset Sales v. Sheeran,https://blogs.law.gwu.edu/mcir/case/inplay-griffin-v-sheeran-et-al/,S.D.N.Y.,Let's Get It On,Marvin Gaye,Thinking Out Loud,Ed Sheeran
321,2020,US,"Norwood v. Quality Control Music, LLC",https://blogs.law.gwu.edu/mcir/case/norwood-v-quality-control-music-llc/,N.D. Ga.,Martian,Barbara Norwood,How Did I Get Here ft. J. Cole,Offset
322,2021,US,"Nwosuocha v. Glover, et al.",https://blogs.law.gwu.edu/mcir/case/nwosuocha-v-glover-et-al/,S.D.N.Y.,Made in America,Emelike Nwosuocha,This Is America,Donald Glover
323,2021,US,"[INPLAY] Cooper, et al. v. Brown, et al.",https://blogs.law.gwu.edu/mcir/case/cooper-et-al-v-brown-et-al-inplay/,S.D. Fla.,I Love Your Dress,Mr. Cooper,No Guidance,Chris Brown & Drake
324,2021,US,"[INPLAY] Cates v. Shlemovitz, et al.",https://blogs.law.gwu.edu/mcir/case/cates-v-shlemovitz-et-al-inplay/,N.D.N.Y.,She Loves Her Job,Cameron Cates,FeBreze Tagline,"Shlemovitz, et al."
325,2021,US,Robinson v. Wilburn,https://blogs.law.gwu.edu/mcir/case/robinson-v-wilburn/,N.D. Ill.,When U Think About It,Gutta,When I Think About It,Future
326,2021,US,Johannsongs-Publishing Ltd. v. Lovland,https://blogs.law.gwu.edu/mcir/case/johannsongs-publishing-ltd-v-lovland/,9th Cir.,Söknuður,Jóhann Helgason,You Raised Me Up,Rolf Løvland
327,2021,US,[InPlay] Cleveland Constantine Browne et al. v. Rodney Sebastian Clark Donalds et al.,https://blogs.law.gwu.edu/mcir/case/cleveland-constantine-browne-et-al-v-rodney-sebastian-clark-donalds-et-al/,C.D. Cal.,Fish Market,Cleveland Browne & Wycliffe Johnson,Despacito,Luis Fonsi
328,2021,US,"AOM Music, Inc v. Benito Antonio Martínez Ocasio (p/k/a Bad Bunny)",https://blogs.law.gwu.edu/mcir/case/aom-music-inc-v-benito-antonio-martinez-ocasio-p-k-a-bad-bunny-jd-draft/,C.D. Cal.,Playero Works,"AOM Music, Inc.",Safaera,Benito Antonio Martínez Ocasio p/k/a Bad Bunny
329,2022,US,[INPLAY] Ultra v. West,https://blogs.law.gwu.edu/mcir/case/ultra-v-west-inplay/,S.D.N.Y.,Move Your Body,Marshall Jefferson,Flowers,Kanye West
330,2022,US,Frisby v. Sony,https://blogs.law.gwu.edu/mcir/case/frisby-v-sony/,9th Cir.,Shawty So Cold,G-Money,Deja Vu; Exchange,J. Cole; Bryson Tiller
331,2022,US,"Cope v. Dua Lipa, et al",https://blogs.law.gwu.edu/mcir/case/cope-v-dua-lipa-et-al-inplay/,E.D. La.,Live Your Life,Artikel Sound,Levitating,Dua Lipa
332,2022,US,[InPlay} Quinn et al v. Powell et al.,https://blogs.law.gwu.edu/mcir/case/quinn-et-al-v-powell-et-al/,N.D. Ga.,Back N Forth,"Darwin Quinn, Mitchelle'l Sium,",Living My Best Life,"Roland Powell p/k/a Lil' Duvall, Rich Broke Entertainment, LLC"
333,2022,US,[InPlay] Larball Publ'g Co. v. Lipa,https://blogs.law.gwu.edu/mcir/case/larball-publg-co-v-lipa/,S.D.N.Y.,Wiggle and Giggle All Night,"Russell Brown, Sandy Linzer",Levitating,Dua Lipa
334,2022,US,[InPlay] Phase One Network v. Kanye West,https://blogs.law.gwu.edu/mcir/case/phase-one-network-v-kanye-west-inplay/,S.D.N.Y,South Bronx,"Lawrence Parker, Scott Sterling",Life of the Party,Kanye West
335,2022,US,Moten v. Def Jam,https://blogs.law.gwu.edu/mcir/case/moten-v-def-jam/,N.D. Tex.,Unspecified Sermon,Bishop David Paul Moten,Come to Life,Kanye West
336,2022,US,Patrick v. Poree,https://blogs.law.gwu.edu/mcir/case/patrick-v-poree/,N.D. Ga.,I Do What I Want,Yolanda Patrick,,April Louise Poree
337,2022,US,Grigson v. Lopez,https://blogs.law.gwu.edu/mcir/case/grigson-v-lopez-et-al-inplay/,C.D. Cal.,That Girl,Daniel Grigson,Some Things Never Change,Kristen Anderson Lopez
338,2022,US,Sound & Color v. Sam Smith,https://blogs.law.gwu.edu/mcir/case/sound-color-v-sam-smith/,C.D. Cal.,Dancing with Strangers,"Jordan Vincent, Christopher Miranda",Dancing with a Stranger,"Sam Smith, Normani"
339,2022,US,[InPlay] Third Side Music v. Evenflo Co.,https://blogs.law.gwu.edu/mcir/case/third-side-music-v-evenflo-co/,S.D. Ohio,Best Friend,Sofi Tukker,Ad Background Music,Evenflo
340,2023,US,Astley v. Hauri,https://blogs.law.gwu.edu/mcir/case/astley-v-hauri/,"Cal.Super.Ct., Los Angeles County",Never Gonna Give You Up,Rick Astley,Betty (Get Money),Yung Gravy
341,2023,US,Stone v. Carey,https://blogs.law.gwu.edu/mcir/case/stone-v-carey/,C.D. CA,All I Want for Christmas is You,"Andy Stone, AKA Vinnie Vance",All I Want for Christmas is You,Mariah Carey
342,2023,US,[InPlay] Formal Entertainment v. Zayn Malik,https://blogs.law.gwu.edu/mcir/case/formal-entertainment-v-zayn-malik/,C.D. CA,Somebody Tonight,"Patrick Simmons p/k/a ""Havyn""",Better,"Zayn Malik p/k/a ""Zayn"""
343,2023,US,"[InPlay] Darko v. Grahm, et al.",https://blogs.law.gwu.edu/mcir/case/darko-v-graham-et-al-inplay/ ,S.D.N.Y.,Oye Ohene,Obrafour,Calling My Name,Drake
344,2023,US,"[InPlay] Concord Music Group, et al. v. Anthropic PBC",https://blogs.law.gwu.edu/mcir/case/concord-music-group-et-al-v-anthropic-pbc/,M.D. Tenn.,NA,"Concord Music, Universal Music Group and ABKCO Music",NA,Anthropic PBC
345,2024,US,Chamberlain v. Dolo Entertainment,https://blogs.law.gwu.edu/mcir/case/chamberlain-v-dolo-entertainment/,E.D.N.Y.,In That Mood,Duvall Chamberlain,In Ha Mood,Isis Naija Gaston a/k/a Ice Spice
346,2024,US,"Peabody & Company LLC v. Wayne, et al.",https://blogs.law.gwu.edu/mcir/case/peabody-company-llc-v-wayne-et-al/,S.D.N.Y.,Come On Down,Greg Perry,The Box,Roddy Ricch
347,2024,US,"Johnston v. Kroeger, et al.",https://blogs.law.gwu.edu/mcir/case/johnston-v-kroeger-et-al/ ,5th Cir.,Rockstar,Snowblind,Rockstar,Nickelback
